active_date,user_id,device_id,total_activity
2023-01-10,5a23f3c6960185560bfb3bd8,5a23f4214accefa22402d2a2,42
2023-01-10,5a674041c111bd6d17a7d65c,5a26a7ead592053d31736b21,61
2023-01-10,5a26a029960185560bfb3fff,5a26a7ead592053d31736b21,60
2023-01-10,5dc1303da86b6b0008d9b827,5a26a7ead592053d31736b21,61
2023-01-10,5f44fef48607080006ffe4e9,5a26a7ead592053d31736b21,51
2023-01-10,618535a8929ebc00068ba439,5a26a7ead592053d31736b21,40
2023-01-10,5ea6bfe06b1fe80009128876,5a26a7ead592053d31736b21,169
2023-01-10,606c53e7e6163200077fcbc4,5a26a7ead592053d31736b21,54
2023-01-10,590867891daff20a6336bdda,5a28caf8b83324c27a380938,66
2023-01-10,5c73871bd034a50008df4096,5a28caf8b83324c27a380938,51
2023-01-10,5a335fa2168fbbf10e6320d4,5a335ff7f957da0a0b00b3da,60
2023-01-10,5a55c664ab63ecde7469daef,5a39076dd8f58ba213b24aab,49
2023-01-10,5a84634c96841d5f74dfe187,5a84366ad3f660c308489d99,367
2023-01-10,6328e6c0da69b2000760b356,5a8d36b8598151da69bf830c,122
2023-01-10,5bd97c14c3a86209007c7345,5a8e915a014e2b3e7ec6005f,52
2023-01-10,62849e0a5df19c00072c083b,5a8e915a014e2b3e7ec6005f,236
2023-01-10,5bead9992465b408002e7897,5a8e915a014e2b3e7ec6005f,29
2023-01-10,5a977e2c163b6e7148d4627f,5a9743bbef5fd4d60dbb0e45,56
2023-01-10,5be16be75bb70008008d4154,5aa9022b1a92df755fe8764d,62
2023-01-10,62133fa254f7a10008d524c4,5aaa48811084a6627713f60c,83
2023-01-10,5ab31a09f8886fc0143b60b8,5ab319f8456310564397733b,35
2023-01-10,5c9c556a38e7df000898d23b,5abdf627e185e59b0421f2eb,42
2023-01-10,5af84238538bc27f3a2c9cf5,5af84277427e82b53b4aa480,72
2023-01-10,5ad6b5cde38a0d1f181c74ec,5b021367e24cfe702656e52a,74
2023-01-10,5d22d454b9afa10008fd1bc2,5b021367e24cfe702656e52a,59
2023-01-10,5add364bf00344bc39f61245,5b021367e24cfe702656e52a,39
2023-01-10,5b04f59930dc1183314fc52e,5b021367e24cfe702656e52a,52
2023-01-10,5e27cc9cc77aac0008dfad70,5b021367e24cfe702656e52a,64
2023-01-10,5d231bf5faf33f0008083f35,5b021367e24cfe702656e52a,103
2023-01-10,5b022985e109d1f53fdf0295,5b022950eb253ef041c69bae,62
2023-01-10,5b57372a455e68fe553bb8d9,5b3a4169f4fda4e66d8597bb,62
2023-01-10,5b57056ff45abd4e65e55b86,5b3a4169f4fda4e66d8597bb,61
2023-01-10,5b55dd88aae571645ffc3255,5b3a4169f4fda4e66d8597bb,111
2023-01-10,5b6d7e2d86cef6ac7a53b4e9,5b6d7e1e86cef6ac7a53b4db,68
2023-01-10,5e4ab9de5cc090000898755c,5b6d9016db28d72551767840,133
2023-01-10,5b6ee1cdc6c453c641817267,5b6d9016db28d72551767840,54
2023-01-10,611532d9796b1e00074a4f8c,5b793263f431f8f4156a00fa,79
2023-01-10,5bad08617fce0b743020345e,5bad088788980ebe0ff222a9,86
2023-01-10,636b9f91c663de00076b2b7c,5bb5c7ea04c339fd26f4c494,46
2023-01-10,5bf68a52fde34b0800f44712,5bb8546f3dedc203fc8e6d85,59
2023-01-10,5bbe1cb1c196e20c3aa931c6,5bbb57bdfcea85380a4d52eb,37
2023-01-10,5bbb57214902ab8a0a599c00,5bbb57bdfcea85380a4d52eb,37
2023-01-10,5bd465c98098a80800890590,5bd469de2026a90800d203a3,72
2023-01-10,5bf07a33c951990800d68ef1,5bf07ae7b3777b0800c68c5f,55
2023-01-10,627201fd588d430008e20cc7,5c051d6fa51f9b000806dccf,95
2023-01-10,6004f4f005e3690006f1ab81,5c104cba1ca75c0009898bdc,256
2023-01-10,5e12a6df1d72c0000814083c,5c104cba1ca75c0009898bdc,347
2023-01-10,5efd798b59e1d700091c534b,5c104cba1ca75c0009898bdc,190
2023-01-10,6157ee61f5e4e0000685d211,5c19177b61f2910008d318e4,60
2023-01-10,5d8b1cdbadb02a00081348f6,5c2c288352961900071ee353,39
2023-01-10,5e5f04d92942e30008acb6b1,5c4ec59bc9d71a00089a172e,34
2023-01-10,5c49d7a266f5c30009dfa4cd,5c5d3240c6b5d2000859e078,46
2023-01-10,606f1d4c2059a0000618f595,5c5f597873540c0008035c45,101
2023-01-10,5c60694d9214a700087a7c9c,5c606a5bf227370008c30fd6,64
2023-01-10,5c6212da9909a00008a9eff9,5c610463ac591a0008b859cf,30
2023-01-10,5c870f073a64740008d78c97,5c870d1d9691c20008190d94,71
2023-01-10,5c870ca7fb1f360008c9d4cc,5c870d1d9691c20008190d94,44
2023-01-10,603d887f61b81e00060c7ea1,5c9092cfc418f4000813e07f,276
2023-01-10,5f1e528acf622e0009bb6540,5c9092cfc418f4000813e07f,166
2023-01-10,5f8fec0b4104fa0006266489,5c9092cfc418f4000813e07f,160
2023-01-10,5d25c963819bce0008a4c25f,5cacf5bc2fc1bc0008a1ce4e,57
2023-01-10,5f8047e8160066000653d5c5,5cacf5bc2fc1bc0008a1ce4e,53
2023-01-10,614837736a54810007914ab5,5cb8a40ed1918c00086ea5b4,37
2023-01-10,6047b8a48c58e900064feef3,5cf1963d5683c70008ae5d43,120
2023-01-10,63337b91565ea70008912703,5cf1963d5683c70008ae5d43,97
2023-01-10,5d148408f44dfd0008048277,5d1483f598a9f2000bbbbc75,89
2023-01-10,639a05e9927e8a00079e11a6,5d163da589f7010008b2fdd2,69
2023-01-10,637ead2b285e570008533745,5d163da589f7010008b2fdd2,70
2023-01-10,639cd3a787494d00064ef862,5d163da589f7010008b2fdd2,61
2023-01-10,5e2fa7856ebd44000897e6cf,5d18775d0e9869000894de56,35
2023-01-10,5d2833a1d84c3f00085056a6,5d2833e37270ea0007301a32,36
2023-01-10,62ce5928135c1d0007242492,5d3450125f1b730008a09308,74
2023-01-10,62c7a27be83553000996e99f,5d3450125f1b730008a09308,62
2023-01-10,5d345049cb7c870008650d36,5d3450125f1b730008a09308,113
2023-01-10,5d344f8acb7c870008650d1d,5d3450125f1b730008a09308,169
2023-01-10,5d48219dc36a8d0008d6ec55,5d4828cb5e5e860008d340f1,198
2023-01-10,5d79e7ed8d214700080aeeaf,5d6f566d5a3ec0000863d44c,133
2023-01-10,5d76527c31286b0008012f49,5d721c2d6c6c1a0008c54bf5,42
2023-01-10,5d8a228036d56400087380e0,5d8a254af9349a00085857e4,38
2023-01-10,5d9856c42fd6760008f467cf,5d988654df9e3e00087d8c4c,108
2023-01-10,5d9ee95cad7bf60009d82186,5d9ee9b11711400008c76390,68
2023-01-10,5da572d065a83b0008356f4e,5da3c9989f14fd0008617398,216
2023-01-10,5da3d9316f7624000891d8bb,5da3c9989f14fd0008617398,395
2023-01-10,6170d659c6504c0007fc1d3e,5da5430f9ce0890007395bcf,68
2023-01-10,5db8156b7f9ad600080d9460,5da5430f9ce0890007395bcf,36
2023-01-10,5da54f2346670900073b2aa4,5dbab3dadf2b7500083d3cc1,77
2023-01-10,61b8c6db787c050008f7209a,5dc018dbac8bca0008dea133,42
2023-01-10,5dc448ef26371c0008d1c489,5dc449b19e683f00081d8ca7,51
2023-01-10,5dcc3fba15e2a600082fc942,5dc599fc992169000811e562,94
2023-01-10,6200747453d0fe0008e6befb,5dc69ba5fc01320008e205d1,57
2023-01-10,62b8d41b083a8500080b6bde,5dc69ba5fc01320008e205d1,54
2023-01-10,5dc90638b0a4e600087506e7,5dc90683a44835000834a77f,66
2023-01-10,6123d1f1d29a840006eaf6e9,5dc97daf5cd1190008e10fff,44
2023-01-10,626a56c7bc5ce50008401f1d,5dc97daf5cd1190008e10fff,54
2023-01-10,5fae1b59a317120007fa1b51,5dc97daf5cd1190008e10fff,42
2023-01-10,5dc9795e7d1d1e0008655555,5dc97daf5cd1190008e10fff,117
2023-01-10,5dddc05b39542d000859a910,5dcb61f36f748e000854fe91,101
2023-01-10,5dcb619235d613000796ada5,5dcb61f36f748e000854fe91,114
2023-01-10,5dddc064e5892e000884ec8a,5dcb61f36f748e000854fe91,85
2023-01-10,61d23513058061000833d98a,5df945446c2e3200087ea644,32
2023-01-10,5ce389ba212895711f39632b,5e2ffc172be0e00007009a60,44
2023-01-10,5e436c8c2be0e00007012840,5e2ffc172be0e00007009a60,29
2023-01-10,5e436c8c2be0e00007012869,5e2ffc172be0e00007009a60,68
2023-01-10,5f45b9392e39ff0007bb6c71,5e2ffc172be0e00007009a60,110
2023-01-10,5e457ec2cd96d70008917706,5e457cdba2261f00085f0a31,41
2023-01-10,5e4a03685a8efd00081ccd53,5e4a038e098794000890d4c4,75
2023-01-10,5e5e44b145584d0008f4044c,5e5e2ddcbb27b90008b93548,41
2023-01-10,5f33c3cd40fcd90008968acc,5e60cc0c6b41b20008b1eaaa,39
2023-01-10,5e835c5a7684700008e7a926,5e835c41d8890f00089f8ed0,48
2023-01-10,62c2835bc033120008801cc6,5e891f6ea84e6a0008b7aac2,40
2023-01-10,5e3c756b1e0cf700085b9f26,5e9eb9c653e4820009c723f6,229
2023-01-10,5f322cd759d9570008feb8ca,5e9f8c90789411000874350f,39
2023-01-10,5ea6b2f96b1fe80009128746,5ea6b3821cd515000810cf3d,60
2023-01-10,5eb3604822997900082f0585,5eb360a98f4184000928dc76,238
2023-01-10,5edf75082b76bd00088710ae,5edf75b64aaa51000a03cac2,104
2023-01-10,5f1b1b3fc5730b00086930ab,5ee8cde3d14a7f00090e0b5b,53
2023-01-10,5f06c1149ac4460008ac32bf,5f06c1451ed54b0008f55c8d,110
2023-01-10,593e5d8998f8b8a26a6870f4,5f72472129cb53000640154b,117
2023-01-10,5f946169b46384000677263b,5f94ef29335a520006516ee9,33
2023-01-10,5f9fc4947d005a00065b00f3,5f9eed972c56420006b7d3b0,36
2023-01-10,62c5068faa23a20007ed0359,5fb228a23e8523000697849b,405
2023-01-10,5fd115f5f9d7ec00064f4f0a,5fca85f36f2c3e0006561ac2,83
2023-01-10,5fcf8d74fabd4c000692cb66,5fcf8daafabd4c000692cb6f,28
2023-01-10,61d426274b761c00089dea64,5fd0d51dee9ddf00069e5d8b,75
2023-01-10,6332628a1b521800072ae173,5fd6e502da98f600067086d8,51
2023-01-10,6050126094dd0c0006b6e2a2,603d9d88a37e340006860b0f,114
2023-01-10,622eb42728c7c10007f3f8d9,603d9d88a37e340006860b0f,92
2023-01-10,6238039af8a0b500074be61f,603d9d88a37e340006860b0f,163
2023-01-10,61e60c107102ba00078ecc72,603d9d88a37e340006860b0f,305
2023-01-10,63688cbadc5a50000899bcf8,603d9d88a37e340006860b0f,72
2023-01-10,6107576c9c1bb8000674315b,603d9d88a37e340006860b0f,100
2023-01-10,61ba8cd39a919700072500b9,603d9d88a37e340006860b0f,133
2023-01-10,62b0067ce6f2d900085281ef,603d9d88a37e340006860b0f,85
2023-01-10,60ada144434c480006c31ad7,6080dd5f0f90c60006a12d75,156
2023-01-10,609054300b8db60006a93bc6,609044426e1cfd00060d6855,51
2023-01-10,62877fe3aee57d0008729d05,609044426e1cfd00060d6855,167
2023-01-10,6107d9f29a271100079e6fb3,609044426e1cfd00060d6855,81
2023-01-10,60904390dc1f7b000670cc38,609044426e1cfd00060d6855,470
2023-01-10,623b0a9a8c54fa0007a98f24,609044426e1cfd00060d6855,68
2023-01-10,5e15fcf78184b00007a59b36,6093ea5b078b620006f98044,38
2023-01-10,633fdf010c5d7f00071f199b,60966f3bae0fe700066d98a2,36
2023-01-10,6175345bcfa48c0006996ee7,6099006f99e89200079eff9f,85
2023-01-10,622f3fbf40c4270008bf4e8e,6099006f99e89200079eff9f,219
2023-01-10,6192248868d22300071a00ec,6099006f99e89200079eff9f,173
2023-01-10,60bdc978ffb5370007ee207f,60b7a6eb3f14b8000728356f,49
2023-01-10,60cfa837be54bf0006ad2480,60cfa8567d28eb00060eceeb,90
2023-01-10,6140146371ca750006dab12b,60fe77455f3caf00079c0f2d,57
2023-01-10,6113572f13dbca00066fe083,611357d6af1816000672e8aa,59
2023-01-10,619f586e939fc30008c4bf3e,6139c9f9b621b90006b7e722,60
2023-01-10,61670e46761dee0007fac4c9,6166f5e2b9c063000627ba65,65
2023-01-10,61680a95e5ffcc0006e0721b,6167f893478c4a00079558ac,94
2023-01-10,616efa9a325abd0006719ff9,616efbd3fd70b50007143f5c,91
2023-01-10,616f03297df0740007242a0b,616efbd3fd70b50007143f5c,100
2023-01-10,616f0319ede4890007d74956,616efbd3fd70b50007143f5c,51
2023-01-10,616f030ac3701000064748cb,616efbd3fd70b50007143f5c,92
2023-01-10,61e4ffff8da03c000867ed9f,6183e168b91c4400065810bd,115
2023-01-10,62fc9ae8ee18b20007406067,6183e168b91c4400065810bd,61
2023-01-10,618b7d7d6c56970006276b28,618a368cf6f3ff0006c6aa4f,69
2023-01-10,61971102f350300006f31b88,618c97baa417660007606ef9,52
2023-01-10,5fbb02eba42ba000063b5996,6197115e4822f500063160d6,50
2023-01-10,619dc427c647060006c82fa5,61aee1abb2967000077684f1,379
2023-01-10,61b7830882e4910009538a4a,61b784a7e66da7000707db2d,89
2023-01-10,622248962fb6f90007962404,61bcb06354e9000007cea4fa,56
2023-01-10,61dbc659e845340007a5339a,61c14b1ffb81430008a3985d,181
2023-01-10,61c27b15a50fd70007841ce3,61c27b1ed0adbd00080c0228,51
2023-01-10,61ca5db268189d000763c8ad,61c9749fe41fc60008d47348,93
2023-01-10,6218b2f2744ca00007272f82,61cc3ed68cb6cd00094f9781,92
2023-01-10,61e995ad0b831d000790d4cb,61e995eacf745a000740368a,57
2023-01-10,61f868c58274d100070cf44a,61f70e028274d100070ce9b7,40
2023-01-10,62063bc326ce010007cb36e8,62063b7a26ce010007cb36d1,74
2023-01-10,616d6e74f8194200066a6860,620bf25ce0cff3000a8ff99f,33
2023-01-10,620cca166eb2a8000716c2b1,620cca97b46d1f000851c92c,90
2023-01-10,622f5e7d52ceba0007101be4,6216f6e3da85ad0008c0fbd4,36
2023-01-10,63226603cd16090007f01efb,6228806cc172ad0007528e85,77
2023-01-10,62abdd55212eaf0007053a4c,623243360e47140007f088ab,51
2023-01-10,62593f90d4034600087ad0f5,62593f9722431300084a9a39,84
2023-01-10,624b0b32b33dae0007d907c8,62693baa70cd0d00071d83be,78
2023-01-10,62b3796ad3e6960008d7162a,626e2ae2a95f500007620b2a,54
2023-01-10,6298548c0892c100072644e4,626f5a506fc6a10007e2e35b,76
2023-01-10,62fb02849506b30007cbe2ef,626f5a506fc6a10007e2e35b,55
2023-01-10,637c70db6f6ec300079281f6,626f5a506fc6a10007e2e35b,267
2023-01-10,62fdee6ea124c60009000690,6274f4316188ae0008590d25,440
2023-01-10,590867891daff20a6336bdda,627d22d1cd1351000757e06a,36
2023-01-10,62833d41028bd300082499b5,627dd74e23a129000748080c,104
2023-01-10,62835b214e4aae000780f162,6283362354a0250007773540,83
2023-01-10,6321a05ec32c6c00070f29ab,6283362354a0250007773540,71
2023-01-10,6283fc0ee0b7c100078ec3d6,6283fc4fe0b7c100078ec3de,34
2023-01-10,6267f7da042bae0007a997ca,6286920dc0fcc50008f93688,67
2023-01-10,6288aa2b02e6e30007d666a1,6288aab502e6e30007d666c3,64
2023-01-10,629982fe0892c1000726e6c3,6288aab502e6e30007d666c3,71
2023-01-10,624b0b32b33dae0007d907c8,628bd466d4d9510007e904a1,71
2023-01-10,62c6d11db0c49100079b35fb,62945e190df8f80007fe45ca,68
2023-01-10,633a699982e80f00084944d8,62945e190df8f80007fe45ca,36
2023-01-10,62a0652861b04d0007932ea9,629eff7bd55c1600076409c9,212
2023-01-10,62a0c4c052f41b000867d0dc,629eff7bd55c1600076409c9,365
2023-01-10,62a32fb8cab59d0008ff6dc1,629eff7bd55c1600076409c9,132
2023-01-10,62a36ccb17755600070c342e,62a36d0c17755600070c343a,80
2023-01-10,62b2ba4060de9000089b36d8,62a41d0d4ad42b000a7cc7aa,91
2023-01-10,615000018c094b00065acd5c,62a72b1950b40b000754f90d,104
2023-01-10,62c3b39bbdaa6d0007a3762a,62c3b3b92e815d0008a97601,56
2023-01-10,62cc45b6d7a5ee0009b92401,62cafdc8d409450007e3f876,59
2023-01-10,62e9dac8df85b40007e609a3,62ced78a1044270008932999,32
2023-01-10,6305135bf609c100080b664b,630513a08bc1f200071d238f,44
2023-01-10,630721cab33da10008685000,63071b9e59351100084f159f,65
2023-01-10,63102cd755aa580007abaff8,630db8f174281a00088b2727,38
2023-01-10,63102cd755aa580007abaff9,630db8f174281a00088b2727,52
2023-01-10,6315fc25cc9bd00007822944,6315fca8756a7200071dd7c6,33
2023-01-10,6368b78caaaf0d0007b222dc,633438a9076c420007aac2d1,291
2023-01-10,6374e24600439700062c348b,633be5e79b7d4b000836fb88,38
2023-01-10,6341c994411e66000786299e,6341cfceaaa36300077afbd8,37
2023-01-10,6355dfb6944185000735f5a3,6355e0233fc6670006589860,74
2023-01-10,635761839dc9580008ecb912,635761fa1e4f430007c9a450,43
2023-01-10,635aae4dda71e50008b7a582,63595b1a3c354a000bec0159,74
2023-01-10,635ab0055f07a700081987b6,63595b1a3c354a000bec0159,149
2023-01-10,609cb563d6964f00072b47cf,63595b1a3c354a000bec0159,103
2023-01-10,635f2cbf0b63c500071227d9,635f2db10b63c500071228f2,48
2023-01-10,590b0c2e82c7d2c266fb0a8e,6368f2005a5d2d00078d6546,45
2023-01-10,6369dee9426407000723d0d9,6369df1ce16d0f0007e7565a,58
2023-01-10,637002fdbf23260007382dc3,6369df1ce16d0f0007e7565a,46
2023-01-10,6369dee9426407000723d0d9,63708900a889af0007385be3,54
2023-01-10,63bcd045eeba160007b5de89,638ec36d27153800078dd995,60
2023-01-10,63a120216dd55400070a64c2,638ec36d27153800078dd995,68
2023-01-10,63a53999e36b890008abc489,6397f180211fbd00085534e0,39
2023-01-10,6385e151712921000a43a05e,6397f180211fbd00085534e0,58
2023-01-10,63990450dbfb0800071dcb74,63990486dbfb0800071dcb7e,50
2023-01-10,627514736ebcac0007cae2d4,639c0269c194230006892f35,94
2023-01-10,63a18312297a9b00070e6a83,63a18379f6a1da00070a6207,46
2023-01-10,5caabc98212895711f38da8e,63a28f11ac007d0007507d36,37
2023-01-10,63b2d3d6c932d900082145a3,63b2d41bbd9a5d0007ea249b,43
2023-01-10,63b33e27ac842200085fb7c4,63b33cca83045b000799a980,63
2023-01-10,63b5415ce9648e0007ddeab1,63b5416579005a00076a143b,44
2023-01-10,5cc711776b64d10008c9b495,63b723312491360007d2cb34,52
2023-01-10,5d1a252af44dfd0008050753,63b723312491360007d2cb34,37
2023-01-10,63b82df353ef6000085bbf1d,63b82ea053ef6000085bbf3a,32
2023-01-10,63bcc671d841830006545d63,63bba8768175cd0007703f63,58
2023-01-10,63bba8588175cd0007703f41,63bba8768175cd0007703f63,44
2023-01-10,63bcc9178a865a0007bbf6f9,63bba8768175cd0007703f63,56
2023-01-10,63bcc8aa70cdd50007898c85,63bba8768175cd0007703f63,52
2023-01-10,63bbd3795f4c0b00070d2208,63bbd3c0509765000870c895,221
2023-01-10,63bbe9f429daaf000744e5e3,63bbea9907882600078d69bc,44
2023-01-10,63bcd4bc8e3d51000787302e,63bcd5e070cdd50007899ad4,105
2023-01-10,63bd6bcdfe46980007f8f9a7,63bd6bd9c7d5020007bc4681,390
2023-01-10,63bd7e3812d47a0007afe73c,63bd7e61192a3300073e24ef,98
2023-01-10,63bd8183293e8c000724ea1a,63bd81c2293e8c000724ea2c,81
2023-01-10,63bd8a9d293e8c000724ec45,63bd8b1712d47a0007afea8d,123
2023-01-10,6029daeda9e8cd0007a0784e,54f088efc7a9b9461467c8eb,36
2023-01-10,62df97e0fca0660007e2b343,54f088efc7a9b9461467c8eb,41
2023-01-10,5b4479d23c507de23b581183,58c80ec0fe1b03791a893efe,33
2023-01-10,59233ce17c49eca130788af0,58fe519853e6301119419824,29
2023-01-10,5f0c935ae8f28500089f48e2,58fe519853e6301119419824,28
2023-01-10,5ab3be0213c0ebaa0ca6f3af,594f24c8839e1a752ae9d0ca,40
2023-01-10,61c12f729ffc310008225d81,5a0c5c1b1bb64621508bd785,91
2023-01-10,624a55cd01eb0b0008df80aa,5a0c5c1b1bb64621508bd785,288
2023-01-10,624a55cd01eb0b0008df80a8,5a0c5c1b1bb64621508bd785,402
2023-01-10,6139b96bfa6298000626ad68,5a1a31dab76fa08e585640b0,32
2023-01-10,5a545984680fd35f690d1b78,5a279ad9a4d914e61e74bc4d,28
2023-01-10,62b5731f45ac3b000990c471,5bbb57bdfcea85380a4d52eb,40
2023-01-10,62728d7e3898540007335d7c,5c37732d43e6a500081c41d6,35
2023-01-10,5fd16bf29c6cb0000641e9c3,5c9092cfc418f4000813e07f,127
2023-01-10,5c9093c23e10c700084a918f,5c9092cfc418f4000813e07f,193
2023-01-10,60cfea528671230006cd49da,5c9092cfc418f4000813e07f,25
2023-01-10,5e1d176fc5dfb200086f673d,5c9092cfc418f4000813e07f,33
2023-01-10,61ccf4310309990007be48d4,5cf1963d5683c70008ae5d43,47
2023-01-10,5da3cf40ec7ea80008f99438,5da3c9989f14fd0008617398,52
2023-01-10,62e7cfb3305dad00083fb050,5dc599fc992169000811e562,38
2023-01-10,5e6845856054d100088db1e8,5e3b6f820431840009ab4684,30
2023-01-10,5e7acbdc9e0b6e0008271727,5e3b6f820431840009ab4684,31
2023-01-10,5e4ca2d77f73b3000854049b,5e3b6f820431840009ab4684,38
2023-01-10,61888a47e83a720008283127,5e3b6f820431840009ab4684,55
2023-01-10,5e5e44b145584d0008f4044b,5e5e2ddcbb27b90008b93548,35
2023-01-10,629803ac7058370007ae9f16,5e7326273b1c1b00085d00a4,53
2023-01-10,6100a4d4eca5600007342349,5e7326273b1c1b00085d00a4,37
2023-01-10,5e951455960fa0000833f691,5e7326273b1c1b00085d00a4,31
2023-01-10,5e732a486aa4eb0008a21658,5e7326273b1c1b00085d00a4,29
2023-01-10,5e783828aee1e600080f6a33,5ebd4f1d1372b80009beb1d8,152
2023-01-10,61a57e779fcfa500064c3ccf,5ebd4f1d1372b80009beb1d8,57
2023-01-10,61249e892c788100062f245b,5ebd4f1d1372b80009beb1d8,25
2023-01-10,63200974c32c6c00070dfe7e,5fb228a23e8523000697849b,29
2023-01-10,63844e41dd24b00006ba55b7,5fb228a23e8523000697849b,1313
2023-01-10,637c2f83074b0500076883f4,6080dd5f0f90c60006a12d75,39
2023-01-10,608a62f43ec0ea0007ee23cc,6080dd5f0f90c60006a12d75,47
2023-01-10,62b0004e38003200084ab530,6098e8a75173ae00061da0d0,38
2023-01-10,6327c7405db3750006e27aba,6098e8a75173ae00061da0d0,50
2023-01-10,63b22eaa9a05450007db650e,6098e8a75173ae00061da0d0,25
2023-01-10,6229ae02e731300007a65fc0,6099006f99e89200079eff9f,115
2023-01-10,62d521826e2e3d00082cbcbc,625623a9bf7740000790b507,30
2023-01-10,62d5227ff3e130000891e7d6,625623a9bf7740000790b507,98
2023-01-10,62d521d8ac442a0007e6451b,625623a9bf7740000790b507,49
2023-01-10,6270c0003458990007bf31a6,626f5a506fc6a10007e2e35b,25
2023-01-10,62a0c4c052f41b000867d0dd,629eff7bd55c1600076409c9,29
2023-01-10,62aaa7e166c176000758dde0,62aaa7e166c176000758ddd2,152
2023-01-10,62aaa7a528b61200085691d5,62aaa7e166c176000758ddd2,278
2023-01-10,62133fa254f7a10008d524c4,63bd48bf395bef0007135c1a,2036
2023-01-10,5a6194f5b2d673df7db99f2f,6402afbf43e3ac0007bd463c,168
