event_date,currency,central_rate,cash,bank_transfer,sell_price
20240224,KRW,0.0,16.31,16.51,20.31
20240224,JPY,0.0,159.5,159.65,169.2
20240224,HKD,0.0,3.019,3.029,3.224
20240224,GBP,0.0,30.686,30.696,31.866
20240224,EUR,0.0,25.8,26.01,27.3
20240224,DKK,0.0,0.0,3.487,3.657
20240224,CNY,0.0,0.0,3.354,3.494
20240224,CHF,0.0,27.439,27.459,28.409
20240224,THB,0.0,632.11,672.11,700.11
20240224,AUD,0.0,15.846,15.866,16.466
20240224,CAD,0.0,17.934,17.944,18.644
20240223,HKD,0.0,3.019,3.029,3.224
20240223,CAD,0.0,17.923,17.933,18.633
20240223,CHF,0.0,27.439,27.459,28.409
20240223,CNY,0.0,0.0,3.354,3.494
20240223,DKK,0.0,0.0,3.486,3.656
20240223,EUR,0.0,25.799,26.009,27.299
20240223,GBP,0.0,30.664,30.674,31.844
20240223,USD,23.996,24.39,24.43,24.85
20240223,THB,0.0,632.21,672.21,700.21
20240223,KRW,0.0,16.31,16.51,20.31
20240223,LAK,0.0,0.0,0.69,1.39
20240223,NOK,0.0,0.0,2.258,2.378
20240223,NZD,0.0,14.992,15.002,15.582
20240223,SEK,0.0,0.0,2.312,2.447
20240223,SGD,0.0,17.777,17.787,18.587
20240223,JPY,0.0,159.65,159.8,169.35
20240223,AUD,0.0,15.839,15.859,16.459
20240222,CAD,0.0,17.904,17.914,18.614
20240222,USD,23.981,24.34,24.38,24.8
20240222,AUD,0.0,15.769,15.789,16.389
20240222,CHF,0.0,27.372,27.392,28.342
20240222,CNY,0.0,0.0,3.348,3.488
20240222,DKK,0.0,0.0,3.478,3.648
20240222,EUR,0.0,25.739,25.949,27.239
20240222,GBP,0.0,30.519,30.529,31.699
20240222,HKD,0.0,3.014,3.024,3.219
20240222,JPY,0.0,159.14,159.29,168.84
20240222,KRW,0.0,16.31,16.51,20.31
20240222,LAK,0.0,0.0,0.68,1.38
20240222,NZD,0.0,14.945,14.955,15.535
20240222,SEK,0.0,0.0,2.304,2.439
20240222,SGD,0.0,17.744,17.754,18.554
20240222,THB,0.0,631.39,671.39,699.39
20240222,NOK,0.0,0.0,2.259,2.379
20240221,AUD,0.0,15.737,15.757,16.357
20240221,KRW,0.0,16.19,16.39,20.19
20240221,USD,23.993,24.28,24.32,24.74
20240221,THB,0.0,630.0,670.0,698.0
20240221,CAD,0.0,17.85,17.86,18.56
20240221,SEK,0.0,0.0,2.289,2.424
20240221,NZD,0.0,14.885,14.895,15.475
20240221,NOK,0.0,0.0,2.26,2.38
20240221,LAK,0.0,0.0,0.68,1.38
20240221,SGD,0.0,17.694,17.704,18.504
20240221,JPY,0.0,159.07,159.22,168.77
20240221,GBP,0.0,30.405,30.415,31.585
20240221,EUR,0.0,25.664,25.874,27.164
20240221,DKK,0.0,0.0,3.468,3.638
20240221,CNY,0.0,0.0,3.342,3.482
20240221,CHF,0.0,27.346,27.366,28.316
20240221,HKD,0.0,3.006,3.016,3.211
20240220,SEK,0.0,0.0,2.296,2.431
20240220,DKK,0.0,0.0,3.47,3.64
20240220,USD,23.988,24.28,24.32,24.74
20240220,THB,0.0,628.96,668.96,696.96
20240220,SGD,0.0,17.7,17.71,18.51
20240220,KRW,0.0,16.21,16.41,20.21
20240220,NZD,0.0,14.885,14.895,15.475
20240220,NOK,0.0,0.0,2.261,2.381
20240220,LAK,0.0,0.0,0.68,1.38
20240220,JPY,0.0,159.5,159.65,169.2
20240220,HKD,0.0,3.006,3.016,3.211
20240220,CNY,0.0,0.0,3.341,3.481
20240220,GBP,0.0,30.467,30.477,31.647
20240220,EUR,0.0,25.677,25.887,27.177
20240220,CHF,0.0,27.349,27.369,28.319
20240220,CAD,0.0,17.84,17.85,18.55
20240220,AUD,0.0,15.773,15.793,16.393
20240219,HKD,0.0,3.007,3.017,3.212
20240219,AUD,0.0,15.714,15.734,16.334
20240219,CAD,0.0,17.871,17.881,18.581
20240219,CHF,0.0,27.304,27.324,28.274
20240219,DKK,0.0,0.0,3.454,3.624
20240219,EUR,0.0,25.559,25.769,27.059
20240219,GBP,0.0,30.323,30.333,31.503
20240219,CNY,0.0,0.0,3.339,3.479
20240219,KRW,0.0,16.18,16.38,20.18
20240219,LAK,0.0,0.0,0.68,1.38
20240219,NOK,0.0,0.0,2.257,2.377
20240219,NZD,0.0,14.809,14.819,15.399
20240219,SEK,0.0,0.0,2.28,2.415
20240219,SGD,0.0,17.661,17.671,18.471
20240219,THB,0.0,627.4,667.4,695.4
20240219,USD,23.979,24.285,24.325,24.745
20240219,JPY,0.0,159.18,159.33,168.88
20240217,EUR,0.0,25.574,25.784,27.074
20240217,CHF,0.0,27.334,27.354,28.304
20240217,CNY,0.0,0.0,3.34,3.48
20240217,DKK,0.0,0.0,3.456,3.626
20240217,NOK,0.0,0.0,2.254,2.374
20240217,GBP,0.0,30.348,30.358,31.528
20240217,HKD,0.0,3.006,3.016,3.211
20240217,JPY,0.0,159.09,159.24,168.79
20240217,SGD,0.0,17.664,17.674,18.474
20240217,NZD,0.0,14.765,14.775,15.355
20240217,KRW,0.0,16.21,16.41,20.21
20240217,LAK,0.0,0.0,0.68,1.38
20240217,SEK,0.0,0.0,2.276,2.411
20240217,CAD,0.0,17.88,17.89,18.59
20240217,AUD,0.0,15.703,15.723,16.323
20240217,USD,23.971,24.28,24.32,24.74
20240217,THB,0.0,628.39,668.39,696.39
20240216,CHF,0.0,27.344,27.364,28.314
20240216,CNY,0.0,0.0,3.34,3.48
20240216,DKK,0.0,0.0,3.456,3.626
20240216,EUR,0.0,25.571,25.781,27.071
20240216,GBP,0.0,30.328,30.338,31.508
20240216,HKD,0.0,3.006,3.016,3.211
20240216,CAD,0.0,17.893,17.903,18.603
20240216,KRW,0.0,16.2,16.4,20.2
20240216,LAK,0.0,0.0,0.68,1.38
20240216,NOK,0.0,0.0,2.255,2.375
20240216,NZD,0.0,14.747,14.757,15.337
20240216,SEK,0.0,0.0,2.274,2.409
20240216,SGD,0.0,17.666,17.676,18.476
20240216,THB,0.0,627.54,667.54,695.54
20240216,USD,23.971,24.28,24.32,24.74
20240216,JPY,0.0,159.06,159.21,168.76
20240216,AUD,0.0,15.704,15.724,16.324
20240215,GBP,0.0,30.211,30.221,31.391
20240215,AUD,0.0,15.604,15.624,16.224
20240215,USD,23.976,24.215,24.255,24.675
20240215,THB,0.0,624.89,664.89,692.89
20240215,SGD,0.0,17.607,17.617,18.417
20240215,SEK,0.0,0.0,2.262,2.397
20240215,NZD,0.0,14.676,14.686,15.266
20240215,NOK,0.0,0.0,2.238,2.358
20240215,LAK,0.0,0.0,0.68,1.38
20240215,KRW,0.0,16.17,16.37,20.17
20240215,JPY,0.0,158.72,158.87,168.42
20240215,HKD,0.0,2.998,3.008,3.203
20240215,EUR,0.0,25.458,25.668,26.958
20240215,DKK,0.0,0.0,3.441,3.611
20240215,CNY,0.0,0.0,3.331,3.471
20240215,CHF,0.0,27.246,27.266,28.216
20240215,CAD,0.0,17.801,17.811,18.511
20240214,CAD,0.0,17.696,17.706,18.406
20240214,JPY,0.0,157.87,158.02,167.57
20240214,USD,23.956,24.155,24.195,24.615
20240214,THB,0.0,622.01,662.01,690.01
20240214,SGD,0.0,17.535,17.545,18.345
20240214,SEK,0.0,0.0,2.242,2.377
20240214,NZD,0.0,14.589,14.599,15.179
20240214,NOK,0.0,0.0,2.224,2.344
20240214,AUD,0.0,15.509,15.529,16.129
20240214,KRW,0.0,16.12,16.32,20.12
20240214,LAK,0.0,0.0,0.67,1.37
20240214,HKD,0.0,2.991,3.001,3.196
20240214,GBP,0.0,30.073,30.083,31.253
20240214,EUR,0.0,25.319,25.529,26.819
20240214,DKK,0.0,0.0,3.422,3.592
20240214,CNY,0.0,0.0,3.323,3.463
20240214,CHF,0.0,27.03,27.05,28.0
20240213,CNY,0.0,0.0,3.323,3.463
20240213,KRW,0.0,16.02,16.22,20.02
20240213,DKK,0.0,0.0,3.419,3.589
20240213,EUR,0.0,25.297,25.507,26.797
20240213,GBP,0.0,30.187,30.197,31.367
20240213,HKD,0.0,2.991,3.001,3.196
20240213,JPY,0.0,157.78,157.93,167.48
20240213,AUD,0.0,15.446,15.466,16.066
20240213,LAK,0.0,0.0,0.68,1.38
20240213,NOK,0.0,0.0,2.209,2.338
20240213,NZD,0.0,14.532,14.542,15.122
20240213,SEK,0.0,0.0,2.232,2.367
20240213,SGD,0.0,17.509,17.519,18.319
20240213,USD,23.956,24.155,24.195,24.615
20240213,CAD,0.0,17.689,17.699,18.399
20240213,CHF,0.0,26.991,27.011,27.961
20240213,THB,0.0,624.54,664.54,692.54
20240212,THB,0.0,626.52,666.52,694.52
20240212,HKD,0.0,2.991,3.001,3.196
20240212,USD,23.956,24.155,24.195,24.615
20240212,CAD,0.0,17.85,17.86,18.56
20240212,CHF,0.0,27.351,27.371,28.321
20240212,CNY,0.0,0.0,3.323,3.463
20240212,DKK,0.0,0.0,3.438,3.608
20240212,EUR,0.0,25.436,25.646,26.936
20240212,GBP,0.0,30.256,30.266,31.436
20240212,AUD,0.0,15.63,15.65,16.25
20240212,JPY,0.0,159.14,159.29,168.84
20240212,LAK,0.0,0.0,0.68,1.38
20240212,NOK,0.0,0.0,2.243,2.363
20240212,NZD,0.0,14.71,14.72,15.3
20240212,SEK,0.0,0.0,2.267,2.402
20240212,SGD,0.0,17.592,17.602,18.402
20240212,KRW,0.0,16.17,16.37,20.17
20240211,KRW,0.0,16.13,16.33,20.13
20240211,CHF,0.0,27.379,27.399,28.349
20240211,CNY,0.0,0.0,3.323,3.463
20240211,DKK,0.0,0.0,3.441,3.611
20240211,EUR,0.0,25.458,25.668,26.958
20240211,HKD,0.0,2.991,3.001,3.196
20240211,JPY,0.0,159.25,159.4,168.95
20240211,SEK,0.0,0.0,2.258,2.393
20240211,LAK,0.0,0.0,0.68,1.38
20240211,NOK,0.0,0.0,2.234,2.354
20240211,NZD,0.0,14.744,14.754,15.334
20240211,SGD,0.0,17.569,17.579,18.379
20240211,THB,0.0,626.34,666.34,694.34
20240211,USD,23.956,24.155,24.195,24.615
20240211,AUD,0.0,15.602,15.622,16.222
20240211,CAD,0.0,17.822,17.832,18.532
20240211,GBP,0.0,30.257,30.267,31.437
20240210,KRW,0.0,16.13,16.33,20.13
20240210,SGD,0.0,17.564,17.574,18.374
20240210,AUD,0.0,15.602,15.622,16.222
20240210,CAD,0.0,17.822,17.832,18.532
20240210,CHF,0.0,27.379,27.399,28.349
20240210,CNY,0.0,0.0,3.323,3.463
20240210,DKK,0.0,0.0,3.441,3.611
20240210,EUR,0.0,25.458,25.668,26.958
20240210,GBP,0.0,30.242,30.252,31.422
20240210,HKD,0.0,2.991,3.001,3.196
20240210,JPY,0.0,159.25,159.4,168.95
20240210,LAK,0.0,0.0,0.68,1.38
20240210,NOK,0.0,0.0,2.234,2.354
20240210,NZD,0.0,14.744,14.754,15.334
20240210,SEK,0.0,0.0,2.258,2.393
20240210,THB,0.0,626.81,666.81,694.81
20240210,USD,23.954,24.155,24.195,24.615
20240209,CAD,0.0,17.817,17.827,18.527
20240209,CNY,0.0,0.0,3.323,3.463
20240209,EUR,0.0,25.455,25.665,26.955
20240209,GBP,0.0,30.272,30.282,31.452
20240209,HKD,0.0,2.991,3.001,3.196
20240209,JPY,0.0,159.24,159.39,168.94
20240209,KRW,0.0,16.12,16.32,20.12
20240209,LAK,0.0,0.0,0.68,1.38
20240209,AUD,0.0,15.598,15.618,16.218
20240209,NOK,0.0,0.0,2.232,2.352
20240209,NZD,0.0,14.734,14.744,15.324
20240209,SEK,0.0,0.0,2.258,2.393
20240209,SGD,0.0,17.568,17.578,18.378
20240209,THB,0.0,626.24,666.24,694.24
20240209,CHF,0.0,27.375,27.395,28.345
20240209,USD,23.954,24.155,24.195,24.615
20240209,DKK,0.0,0.0,3.44,3.61
20240208,CHF,0.0,27.384,27.404,28.354
20240208,THB,0.0,626.81,666.81,694.81
20240208,CAD,0.0,17.807,17.817,18.517
20240208,SEK,0.0,0.0,2.251,2.386
20240208,NZD,0.0,14.59,14.6,15.18
20240208,NOK,0.0,0.0,2.219,2.339
20240208,LAK,0.0,0.0,0.68,1.38
20240208,KRW,0.0,16.12,16.32,20.12
20240208,JPY,0.0,159.16,159.31,168.86
20240208,HKD,0.0,2.99,3.0,3.195
20240208,GBP,0.0,30.217,30.227,31.397
20240208,EUR,0.0,25.41,25.62,26.91
20240208,DKK,0.0,0.0,3.434,3.604
20240208,CNY,0.0,0.0,3.321,3.461
20240208,AUD,0.0,15.502,15.522,16.122
20240208,SGD,0.0,17.549,17.559,18.359
20240208,USD,23.956,24.155,24.195,24.615
20240207,USD,23.956,24.155,24.195,24.615
20240207,HKD,0.0,2.991,3.001,3.196
20240207,THB,0.0,633.12,673.12,701.12
20240207,AUD,0.0,15.599,15.619,16.219
20240207,CAD,0.0,17.807,17.817,18.517
20240207,CHF,0.0,27.439,27.459,28.409
20240207,CNY,0.0,0.0,3.322,3.462
20240207,EUR,0.0,25.405,25.615,26.905
20240207,GBP,0.0,30.237,30.247,31.417
20240207,DKK,0.0,0.0,3.432,3.602
20240207,JPY,0.0,160.68,160.83,170.38
20240207,KRW,0.0,16.18,16.38,20.18
20240207,LAK,0.0,0.0,0.68,1.38
20240207,NOK,0.0,0.0,2.227,2.347
20240207,NZD,0.0,14.647,14.657,15.237
20240207,SEK,0.0,0.0,2.253,2.388
20240207,SGD,0.0,17.607,17.617,18.417
20240206,KRW,0.0,16.15,16.35,20.15
20240206,USD,23.964,24.12,24.16,24.58
20240206,THB,0.0,632.8,672.8,700.8
20240206,SGD,0.0,17.567,17.577,18.377
20240206,SEK,0.0,0.0,2.239,2.374
20240206,NZD,0.0,14.533,14.543,15.123
20240206,NOK,0.0,0.0,2.213,2.333
20240206,LAK,0.0,0.0,0.67,1.37
20240206,DKK,0.0,0.0,3.421,3.591
20240206,JPY,0.0,160.37,160.52,170.07
20240206,HKD,0.0,2.985,2.995,3.19
20240206,GBP,0.0,30.115,30.125,31.295
20240206,EUR,0.0,25.335,25.545,26.835
20240206,CNY,0.0,0.0,3.319,3.459
20240206,CHF,0.0,27.474,27.494,28.444
20240206,CAD,0.0,17.733,17.743,18.443
20240206,AUD,0.0,15.555,15.575,16.175
20240205,JPY,0.0,159.59,159.74,169.29
20240205,CAD,0.0,17.688,17.698,18.398
20240205,CHF,0.0,27.443,27.463,28.413
20240205,CNY,0.0,0.0,3.316,3.456
20240205,DKK,0.0,0.0,3.416,3.586
20240205,EUR,0.0,25.29,25.5,26.79
20240205,GBP,0.0,29.972,29.982,31.152
20240205,HKD,0.0,2.986,2.996,3.191
20240205,AUD,0.0,15.46,15.48,16.08
20240205,KRW,0.0,16.06,16.26,20.06
20240205,NOK,0.0,0.0,2.195,2.315
20240205,NZD,0.0,14.472,14.482,15.062
20240205,SEK,0.0,0.0,2.22,2.355
20240205,SGD,0.0,17.521,17.531,18.331
20240205,THB,0.0,627.49,667.49,695.49
20240205,USD,23.954,24.125,24.165,24.585
20240205,LAK,0.0,0.0,0.68,1.38
20240203,HKD,0.0,2.983,2.993,3.188
20240203,AUD,0.0,15.537,15.557,16.157
20240203,CAD,0.0,17.774,17.784,18.484
20240203,CHF,0.0,27.573,27.593,28.543
20240203,CNY,0.0,0.0,3.315,3.455
20240203,DKK,0.0,0.0,3.434,3.604
20240203,EUR,0.0,25.399,25.609,26.899
20240203,GBP,0.0,30.193,30.203,31.373
20240203,JPY,0.0,159.87,160.02,169.57
20240203,USD,23.959,24.095,24.135,24.555
20240203,LAK,0.0,0.0,0.68,1.38
20240203,NOK,0.0,0.0,2.215,2.335
20240203,NZD,0.0,14.505,14.515,15.095
20240203,SEK,0.0,0.0,2.244,2.379
20240203,SGD,0.0,17.577,17.587,18.387
20240203,THB,0.0,630.85,670.85,698.85
20240203,KRW,0.0,15.98,16.18,19.98
20240202,AUD,0.0,15.531,15.551,16.165
20240202,GBP,0.0,30.207,30.217,31.387
20240202,EUR,0.0,25.413,25.623,26.913
20240202,DKK,0.0,0.0,3.435,3.605
20240202,JPY,0.0,159.9,160.05,169.6
20240202,CNY,0.0,0.0,3.315,3.455
20240202,CHF,0.0,27.566,27.586,28.54
20240202,CAD,0.0,17.782,17.792,18.492
20240202,HKD,0.0,2.983,2.993,3.188
20240202,SEK,0.0,0.0,2.246,2.381
20240202,KRW,0.0,16.03,16.23,20.03
20240202,NOK,0.0,0.0,2.21,2.343
20240202,NZD,0.0,14.508,14.518,15.098
20240202,SGD,0.0,17.566,17.576,18.376
20240202,THB,0.0,631.43,671.43,699.43
20240202,USD,23.959,24.095,24.135,24.555
20240202,LAK,0.0,0.0,0.68,1.38
20240201,HKD,0.0,2.99,3.0,3.195
20240201,SGD,0.0,17.68,17.69,18.49
20240201,SEK,0.0,0.0,2.27,2.405
20240201,NZD,0.0,14.686,14.696,15.276
20240201,NOK,0.0,0.0,2.259,2.379
20240201,LAK,0.0,0.0,0.68,1.38
20240201,KRW,0.0,16.14,16.34,20.14
20240201,JPY,0.0,162.76,162.91,172.46
20240201,DKK,0.0,0.0,3.461,3.631
20240201,GBP,0.0,30.438,30.448,31.618
20240201,EUR,0.0,25.605,25.815,27.105
20240201,CNY,0.0,0.0,3.328,3.468
20240201,CHF,0.0,27.894,27.914,28.864
20240201,CAD,0.0,17.884,17.894,18.594
20240201,AUD,0.0,15.671,15.691,16.291
20240201,THB,0.0,637.49,677.49,705.49
20240201,USD,23.96,24.145,24.185,24.605
